Cluster ID,confidence_score,_id,country_id,datasource,datetime,destination_ais,destination_port_id,destination_port_name,event,previous_port_id,previous_port_name,source_id,source_name,time_in_port,vessel_callsign,vessel_dwt,vessel_flag,vessel_id,vessel_imo,vessel_length,vessel_mmsi,vessel_name,vessel_type
178,0.423723698,5cb2544acf504e43d090101c,,,20/03/2019 11:56,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SEA FALCON,
179,0.423723698,5cb2544acf504e43d0901f8f,191,AIS,20/03/2019 06:02,,,,Arrival,417,Singapore,1,vesseltracker,,,132,,281183,9316725,25,563006410,NOBLE KNIGHT,tug
179,0.423723698,5cb2544acf504e43d090140e,,,20/03/2019 06:01,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,NOBLE KNIGHT,
180,0.321811736,5cb2544acf504e43d0901f39,191,AIS,20/03/2019 06:34,,,,Departure,,,1,vesseltracker,,,,,2147517,,15,563065880,ILLUMINATOR,
180,0.321811736,5cb2544acf504e43d09013c3,,,20/03/2019 06:32,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,ILLUMINATOR,
180,0.219899774,5cb2544acf504e43d09013b3,,,20/03/2019 06:35,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,ILLUMINATOR,
181,0.423723698,5cb2544acf504e43d0900f37,,,20/03/2019 13:53,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,QUEEN STAR 8,
181,0.423723698,5cb2544acf504e43d0901b1f,191,AIS,20/03/2019 13:55,RFT SINGAPORE,417,Singapore,Departure,,,1,vesseltracker,,,31,,2065888,9797125,38,563034500,QUEEN STAR 8,passenger_ship
182,0.423723698,5cb2544acf504e43d09010ce,,,20/03/2019 10:44,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,ENG HUP EXPRESS31,
182,0.423723698,5cb2544acf504e43d0901c85,191,AIS,20/03/2019 10:47,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1898744,,10,563040676,ENG HUP EXPRESS31,
183,0.723818183,5cb2544acf504e43d0901b22,191,AIS,20/03/2019 13:52,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1999611,,10,563051860,SUNLIGHT HERMES,
183,0.723818183,5cb2544acf504e43d0900f39,,,20/03/2019 13:52,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SUNLIGHT HERMES,
184,0.423723698,5cb2544acf504e43d0901576,,,20/03/2019 03:43,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SCDF FIRE FIGHTER 1,
184,0.423723698,5cb2544acf504e43d09020de,191,AIS,20/03/2019 03:45,,,,Departure,417,Singapore,1,vesseltracker,,,,,1926175,,29,563003850,SCDF FIRE FIGHTER 1,
185,0.423723698,5cb2544acf504e43d0901c96,191,AIS,20/03/2019 10:41,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2191974,9830472,33,563060200,PSA THOR,tug
185,0.423723698,5cb2544acf504e43d09010cf,,,20/03/2019 10:43,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,PSA THOR,
186,0.423723698,5cb2544acf504e43d0901d10,191,AIS,20/03/2019 10:00,,,,Departure,417,Singapore,1,vesseltracker,,,,,1894744,,10,563040382,SC 1494C,
186,0.423723698,5cb2544acf504e43d090115c,,,20/03/2019 10:01,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SC 1494C,
187,0.423723698,5cb2544acf504e43d09015a9,,,20/03/2019 03:28,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SUN ACE,
187,0.423723698,5cb2544acf504e43d090210f,191,AIS,20/03/2019 03:22,,,,Departure,417,Singapore,1,vesseltracker,,,,,2225685,,0,563067290,SUN ACE,
188,0.423723698,5cb2544acf504e43d0900f45,,,20/03/2019 13:44,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,HORIZON 6,
188,0.423723698,5cb2544acf504e43d0901b33,191,AIS,20/03/2019 13:46,BATAM,886,Batam,Departure,,,1,vesseltracker,,,45,,1854056,9764609,39,564346000,HORIZON 6,passenger_ship
189,0.423723698,5cb2544acf504e43d0900e28,,,20/03/2019 16:43,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,STAR EXPLORER,
189,0.423723698,5cb2544acf504e43d0901a2a,191,AIS,20/03/2019 16:45,SINGAPORE,417,Singapore,Arrival,417,Singapore,1,vesseltracker,,,107,,368756,9343285,28,563918000,STAR EXPLORER,tug
190,0.423723698,5cb2544acf504e43d0901a29,191,AIS,20/03/2019 16:45,SINGAPORE,417,Singapore,Arrival,417,Singapore,1,vesseltracker,,,107,,280658,9343297,27,563920000,STAR VOYAGER,tug
190,0.423723698,5cb2544acf504e43d0900e25,,,20/03/2019 16:44,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,STAR VOYAGER,
191,0.723818183,5cb2544acf504e43d0900e26,,,20/03/2019 16:44,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,VEGA FYNEN,
191,0.723818183,5cb2544acf504e43d0901a2b,121,AIS,20/03/2019 16:44,SG VNHCM,417,Singapore,Arrival,465,Ho Chi Minh,1,vesseltracker,,,13742,,59952,9336359,148,636092714,VEGA FYNEN,container_ship
192,0.423723698,5cb2544acf504e43d0901273,,,20/03/2019 08:32,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,YORK 206,
192,0.423723698,5cb2544acf504e43d0901df2,191,AIS,20/03/2019 08:35,,,,Departure,,,1,vesseltracker,,,,,1894335,,10,563040561,YORK 206,
193,0.723818183,5cb2544acf504e43d0900f48,,,20/03/2019 13:42,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,OCEAN RAIDER,
193,0.723818183,5cb2544acf504e43d0901b3c,191,AIS,20/03/2019 13:42,MOORED,,,Departure,,,1,vesseltracker,,,50,,280726,9060651,33,563751000,OCEAN RAIDER,passenger_ship
194,0.723818183,5cb2544acf504e43d090140d,,,20/03/2019 06:02,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SSE JOANNE,
194,0.723818183,5cb2544acf504e43d0901f8b,191,AIS,20/03/2019 06:02,,,,Departure,417,Singapore,1,vesseltracker,,,,,1768075,,22,563028560,SSE JOANNE,
195,0.723818183,5cb2544acf504e43d09018d0,191,AIS,20/03/2019 22:06,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1967296,,10,563047110,SEA KESTREL,
195,0.723818183,5cb2544acf504e43d0900cbe,,,20/03/2019 22:06,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SEA KESTREL,
196,0.723818183,5cb2544acf504e43d0901c58,191,AIS,20/03/2019 11:09,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1887827,,10,563040572,YORK96,
196,0.723818183,5cb2544acf504e43d090108f,,,20/03/2019 11:09,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,YORK96,
197,0.423723698,5cb2544acf504e43d0901f29,191,AIS,20/03/2019 06:39,,,,Departure,,,1,vesseltracker,,,,,1712781,,0,563027320,SP1400,
197,0.423723698,5cb2544acf504e43d09013be,,,20/03/2019 06:33,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SP1400,
198,0.723818183,5cb2544acf504e43d0901ace,191,AIS,20/03/2019 14:46,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2225685,,0,563067290,SUN ACE,
198,0.723818183,5cb2544acf504e43d0900ed7,,,20/03/2019 14:46,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SUN ACE,
199,0.723818183,5cb2544acf504e43d09013ba,,,20/03/2019 06:33,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,JOLLY RAMOS,
199,0.723818183,5cb2544acf504e43d0901f3b,141,AIS,20/03/2019 06:33,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2090275,,24,457094000,JOLLY RAMOS,
200,0.423723698,5cb2544acf504e43d09013e5,,,20/03/2019 06:20,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,OPL EXPRESS 3,
200,0.423723698,5cb2544acf504e43d0901f44,191,AIS,20/03/2019 06:29,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2176181,,24,563066170,OPL EXPRESS 3,
201,0.723818183,5cb2544acf504e43d0901d0b,191,AIS,20/03/2019 10:02,HFC,,,Departure,,,1,vesseltracker,,,27,,775652,9103958,33,566501000,BATAMFAST 20,passenger_ship
201,0.723818183,5cb2544acf504e43d0901158,,,20/03/2019 10:02,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,BATAMFAST 20,
202,0.423723698,5cb2544acf504e43d090147b,,,20/03/2019 05:11,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,GP56,
202,0.423723698,5cb2544acf504e43d0902009,191,AIS,20/03/2019 05:14,,,,Departure,,,1,vesseltracker,,,,,1076862,,15,563021450,GP56,service_ship>pilot_vessel
203,0.423723698,5cb2544acf504e43d0901cf4,191,AIS,20/03/2019 10:08,,,,Departure,417,Singapore,1,vesseltracker,,,,,1887698,,10,563040579,YORK 202,
203,0.423723698,5cb2544acf504e43d0901156,,,20/03/2019 10:02,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,YORK 202,
204,0.423723698,5cb2544acf504e43d09020d5,191,AIS,20/03/2019 03:49,,,,Departure,417,Singapore,1,vesseltracker,,,,,2126168,,40,563065470,NAUTICAL ATLANTIC,
204,0.423723698,5cb2544acf504e43d090157e,,,20/03/2019 03:41,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,NAUTICAL ATLANTIC,
205,0.723818183,5cb2544acf504e43d0901153,,,20/03/2019 10:02,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,LITA RANGER,
205,0.723818183,5cb2544acf504e43d0901d07,191,AIS,20/03/2019 10:02,,,,Arrival,417,Singapore,1,vesseltracker,,,867,,1669343,,53,564269000,LITA RANGER,passenger_ship>passenger_landing_craft
206,0.723818183,5cb2544acf504e43d09021de,191,AIS,20/03/2019 02:08,,,,Arrival,417,Singapore,1,vesseltracker,,,,,891190,,15,563021430,GP54,service_ship>pilot_vessel
206,0.723818183,5cb2544acf504e43d090167c,,,20/03/2019 02:08,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,GP54,
207,0.423723698,5cb2544acf504e43d0901791,,,20/03/2019 00:43,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,CAST ELEGANCE,
207,0.423723698,5cb2544bcf504e43d09022c6,191,AIS,20/03/2019 00:47,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1905792,,10,563040775,CAST ELEGANCE,
208,0.423723698,5cb2544acf504e43d0901792,,,20/03/2019 00:42,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,MOLA SAIF,
208,0.423723698,5cb2544bcf504e43d09022c5,191,AIS,20/03/2019 00:47,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1818769,,33,563030940,MOLA SAIF,
209,0.723818183,5cb2544bcf504e43d09022cf,191,AIS,20/03/2019 00:42,SINGAPORE,417,Singapore,Departure,417,Singapore,1,vesseltracker,,,107,,280658,9343297,27,563920000,STAR VOYAGER,tug
209,0.723818183,5cb2544acf504e43d0901795,,,20/03/2019 00:42,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,STAR VOYAGER,
210,0.423723698,5cb2544bcf504e43d09022bf,191,AIS,20/03/2019 00:49,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1873084,,10,563040110,YORK ACE,
210,0.423723698,5cb2544acf504e43d0901796,,,20/03/2019 00:41,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,YORK ACE,
211,0.423723698,5cb2544bcf504e43d09022d3,163,AIS,20/03/2019 00:42,PORT KLANG,1011,Port Klang,Departure,1324,Laem Chabang,1,vesseltracker,,,65002,,61208,9292230,293,356413000,BEIJING BRIDGE,container_ship
211,0.423723698,5cb2544acf504e43d0901799,,,20/03/2019 00:41,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,BEIJING BRIDGE,
212,0.723818183,5cb2544acf504e43d0901863,191,AIS,20/03/2019 23:00,SGP HARBOUR TUG,417,Singapore,Arrival,417,Singapore,1,vesseltracker,,,,,280639,9382592,27,565766000,STAR OPAL,tug
212,0.723818183,5cb2544acf504e43d0900c56,,,20/03/2019 23:00,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,STAR OPAL,
213,0.723818183,5cb2544acf504e43d0900e73,,,20/03/2019 15:49,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,JMS DUTA,
213,0.723818183,5cb2544acf504e43d0901a79,191,AIS,20/03/2019 15:49,,,,Arrival,417,Singapore,1,vesseltracker,,,578,,1945528,9814753,31,563005800,JMS DUTA,tug
214,0.423723698,5cb2544acf504e43d09015b3,,,20/03/2019 03:22,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SEA FALCON 8,
214,0.423723698,5cb2544acf504e43d0902101,191,AIS,20/03/2019 03:27,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2163116,,14,563066230,SEA FALCON 8,
215,0.423723698,5cb2544acf504e43d0901c40,191,AIS,20/03/2019 11:18,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1970913,,0,563036660,GP-05,
215,0.423723698,5cb2544acf504e43d0901081,,,20/03/2019 11:14,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,GP-05,
216,0.723818183,5cb2544acf504e43d0900e37,,,20/03/2019 16:30,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,KEN GLORY,
216,0.723818183,5cb2544acf504e43d0901a3e,191,AIS,20/03/2019 16:30,PM COAST,,,Arrival,417,Singapore,1,vesseltracker,,,650,,1780950,9736834,44,564949000,KEN GLORY,service_ship
217,0.723818183,5cb2544acf504e43d09018c2,141,AIS,20/03/2019 22:14,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1984444,,22,457140000,JOLLY   ROYAL,
217,0.723818183,5cb2544acf504e43d0900cb2,,,20/03/2019 22:14,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,JOLLY   ROYAL,
218,0.723818183,5cb2544acf504e43d0900cb3,,,20/03/2019 22:13,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,KENKI 22,
218,0.723818183,5cb2544acf504e43d09018c3,191,AIS,20/03/2019 22:13,,,,Departure,,,1,vesseltracker,,,,,1874388,,0,563040040,KENKI 22,
219,0.723818183,5cb2544acf504e43d0900cb1,,,20/03/2019 22:14,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,ASME 5,
219,0.723818183,5cb2544acf504e43d09018c1,191,AIS,20/03/2019 22:14,,,,Departure,417,Singapore,1,vesseltracker,,,,,1946365,,10,563043570,ASME 5,
220,0.723818183,5cb2544acf504e43d09018c7,191,AIS,20/03/2019 22:11,,,,Departure,,,1,vesseltracker,,,,,280966,,15,563010420,GP27,passenger_ship
220,0.723818183,5cb2544acf504e43d0900cb7,,,20/03/2019 22:11,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,GP27,
221,0.423723698,5cb2544acf504e43d0900e2c,,,20/03/2019 16:39,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SUN 68,
221,0.423723698,5cb2544acf504e43d0901a34,191,AIS,20/03/2019 16:37,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1925305,,10,563041513,SUN 68,
222,0.723818183,5cb2544acf504e43d09016ff,,,20/03/2019 01:25,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,GP02,
222,0.723818183,5cb2544bcf504e43d090225a,191,AIS,20/03/2019 01:25,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1916741,,9,563036630,GP02,
223,0.723818183,5cb2544acf504e43d0901ab1,191,AIS,20/03/2019 15:10,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1887698,,10,563040579,YORK 202,
223,0.723818183,5cb2544acf504e43d0900ead,,,20/03/2019 15:10,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,YORK 202,
224,0.423723698,5cb2544acf504e43d0901a35,191,AIS,20/03/2019 16:37,,,,Departure,,,1,vesseltracker,,,,,1924159,,10,563040290,CKL XI,
224,0.423723698,5cb2544acf504e43d0900e33,,,20/03/2019 16:35,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,CKL XI,
225,0.723818183,5cb2544bcf504e43d090225b,191,AIS,20/03/2019 01:25,,,,Arrival,2270,Batu Ampar,1,vesseltracker,,,,,366248,,24,563015370,BW FAITH,tug
225,0.723818183,5cb2544acf504e43d0901701,,,20/03/2019 01:25,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,BW FAITH,
226,0.423723698,5cb2544acf504e43d0901700,,,20/03/2019 01:25,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,GP 48,
226,0.423723698,5cb2544bcf504e43d0902252,191,AIS,20/03/2019 01:29,,,,Departure,417,Singapore,1,vesseltracker,,,,,410337,,13,563013890,GP 48,passenger_ship
227,0.723818183,5cb2544bcf504e43d090225e,25,AIS,20/03/2019 01:23,,,,Arrival,417,Singapore,1,vesseltracker,,,,,364304,,21,312154000,KIM HOCK TUG 1,tug
227,0.723818183,5cb2544acf504e43d0901707,,,20/03/2019 01:23,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,KIM HOCK TUG 1,
228,0.423723698,5cb2544acf504e43d09021ed,191,AIS,20/03/2019 02:03,SEKUPANG,,,Departure,,,1,vesseltracker,,,37,,1943084,9771614,33,563004100,MAJESTIC 9,passenger_ship
228,0.423723698,5cb2544acf504e43d090168b,,,20/03/2019 02:02,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,MAJESTIC 9,
229,0.423723698,5cb2544acf504e43d0901e72,191,AIS,20/03/2019 07:47,,,,Departure,417,Singapore,1,vesseltracker,,,,,360291,,30,563015540,MARINA MEGA,tug
229,0.423723698,5cb2544acf504e43d09012f5,,,20/03/2019 07:45,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,MARINA MEGA,
230,0.723818183,5cb2544acf504e43d0900e30,,,20/03/2019 16:37,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SC8989-G,
230,0.723818183,5cb2544acf504e43d0901a33,191,AIS,20/03/2019 16:37,,,,Departure,,,1,vesseltracker,,,,,1539386,,15,563023770,SC8989-G,passenger_ship
231,0.423723698,5cb2544acf504e43d0901488,,,20/03/2019 05:05,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,CKL X,
231,0.423723698,5cb2544acf504e43d090201e,191,AIS,20/03/2019 05:04,,,,Departure,,,1,vesseltracker,,,,,2129151,,15,563019660,CKL X,
232,0.423723698,5cb2544acf504e43d0900fe9,,,20/03/2019 12:20,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,HORIZON 9,
232,0.423723698,5cb2544acf504e43d0901bc7,191,AIS,20/03/2019 12:21,SINGAPORE,417,Singapore,Departure,,,1,vesseltracker,,,45,,1778422,9732113,38,565263000,HORIZON 9,passenger_ship
233,0.723818183,5cb2544acf504e43d0901242,,,20/03/2019 08:44,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,NAUTICAL RIVER,
233,0.723818183,5cb2544acf504e43d0901dd7,25,AIS,20/03/2019 08:44,,,,Departure,,,1,vesseltracker,,,,,1886046,,32,312471000,NAUTICAL RIVER,
234,0.423723698,5cb2544acf504e43d0901206,,,20/03/2019 09:05,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,GC 6,
234,0.423723698,5cb2544acf504e43d0901da2,191,AIS,20/03/2019 09:03,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1506015,,19,563022470,GC 6,other
235,0.423723698,5cb2544acf504e43d0901d24,191,AIS,20/03/2019 09:52,,,,Arrival,417,Singapore,1,vesseltracker,,,103,,281366,9456484,26,563009850,NOBLE VALOUR,tug
235,0.423723698,5cb2544acf504e43d0901170,,,20/03/2019 09:53,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,NOBLE VALOUR,
236,0.57377094,5cb2544acf504e43d0901ec0,191,AIS,20/03/2019 07:15,HFC TO SKP,,,Departure,,,1,vesseltracker,,,33,,280712,9122162,32,564885000,OCEAN FLYTE,passenger_ship
236,0.423723698,5cb2544acf504e43d0901359,,,20/03/2019 07:13,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,OCEAN FLYTE,
236,0.57377094,5cb2544acf504e43d09003e9,,,20/03/2019 07:15,,,,Departure,,,3,fleetmon,< 1h,9V5253,,Flag of Singapore,,9122162,32x7m,564885000,OCEAN FLYTE,Passenger ship
237,0.423723698,5cb2544acf504e43d09003e8,,,20/03/2019 06:17,,,,Arrival,,,3,fleetmon,< 1h,9V5253,,Flag of Singapore,,9122162,32x7m,564885000,OCEAN FLYTE,Passenger ship
237,0.423723698,5cb2544acf504e43d0901f69,191,AIS,20/03/2019 06:14,,,,Arrival,886,Batam,1,vesseltracker,,,33,,280712,9122162,32,564885000,OCEAN FLYTE,passenger_ship
238,0.423723698,5cb2544acf504e43d09021fa,191,AIS,20/03/2019 01:58,,,,Departure,417,Singapore,1,vesseltracker,,,,,1894282,,10,563040757,SC4310B,
238,0.423723698,5cb2544acf504e43d09016aa,,,20/03/2019 01:54,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SC4310B,
239,0.423723698,5cb2544acf504e43d090218b,97,AIS,20/03/2019 02:37,PHDCT,,,Departure,3368,Nansha,1,vesseltracker,,,38887,,1506294,9616802,223,477021200,KOTA GAYA,container_ship
239,0.423723698,5cb2544acf504e43d0901631,,,20/03/2019 02:34,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,KOTA GAYA,
240,0.723818183,5cb2544acf504e43d0901c3d,191,AIS,20/03/2019 11:18,HFC,,,Departure,,,1,vesseltracker,,,50,,287023,9035735,38,564884000,JET RAIDER,passenger_ship
240,0.723818183,5cb2544acf504e43d0901078,,,20/03/2019 11:18,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,JET RAIDER,
241,0.423723698,5cb2544acf504e43d09010d0,,,20/03/2019 10:43,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,KIM HENG 1302,
241,0.423723698,5cb2544acf504e43d0901c98,191,AIS,20/03/2019 10:40,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1782171,,22,563027860,KIM HENG 1302,
242,0.423723698,5cb2544acf504e43d09010d5,,,20/03/2019 10:41,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SINDO 12,
242,0.423723698,5cb2544acf504e43d0901c8f,191,AIS,20/03/2019 10:42,SEKUPANG,,,Departure,,,1,vesseltracker,,,,,282216,9140839,32,563780000,SINDO 12,passenger_ship
243,0.501183987,5cb2544acf504e43d09010d7,,,20/03/2019 10:41,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,KENKI 36,
243,0.501183987,5cb2544acf504e43d0901c95,191,AIS,20/03/2019 10:41,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2198365,,12,563066790,KENKI 36,
244,0.723818183,5cb2544acf504e43d0901292,,,20/03/2019 08:19,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,CKL VI,
244,0.723818183,5cb2544acf504e43d0901e1e,191,AIS,20/03/2019 08:19,,,,Departure,,,1,vesseltracker,,,,,1934419,,10,563040288,CKL VI,
245,0.423723698,5cb2544acf504e43d0901b2c,191,AIS,20/03/2019 13:49,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2130818,,22,563065510,MASTER B,
245,0.423723698,5cb2544acf504e43d0900f41,,,20/03/2019 13:46,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,MASTER B,
246,0.423723698,5cb2544bcf504e43d0902255,191,AIS,20/03/2019 01:28,,,,Departure,417,Singapore,1,vesseltracker,,,,,1914310,,10,563041161,SC0542A,
246,0.423723698,5cb2544acf504e43d090170b,,,20/03/2019 01:21,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SC0542A,
247,0.423723698,5cb2544acf504e43d090170a,,,20/03/2019 01:21,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,MV.GOLDEN IMAGE,
247,0.423723698,5cb2544bcf504e43d0902266,191,AIS,20/03/2019 01:22,SKP TO HFC,,,Departure,2270,Batu Ampar,1,vesseltracker,,,50,,284200,9087166,21,563561000,MV.GOLDEN IMAGE,passenger_ship
248,0.423723698,5cb2544acf504e43d09014bc,,,20/03/2019 04:43,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,EH GUARDIAN,
248,0.423723698,5cb2544acf504e43d0902045,191,AIS,20/03/2019 04:46,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1947928,,10,563044470,EH GUARDIAN,
249,0.723818183,5cb2544bcf504e43d090226c,191,AIS,20/03/2019 01:20,,,,Departure,,,1,vesseltracker,,,,,1894335,,10,563040561,YORK 206,
249,0.723818183,5cb2544acf504e43d090170f,,,20/03/2019 01:20,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,YORK 206,
250,0.423723698,5cb2544acf504e43d090170e,,,20/03/2019 01:20,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SEASWIFT COURAGE,
250,0.423723698,5cb2544bcf504e43d090226a,191,AIS,20/03/2019 01:21,,,,Arrival,417,Singapore,1,vesseltracker,,,,,2097475,,0,563018040,SEASWIFT COURAGE,
251,0.423723698,5cb2544bcf504e43d0902265,191,AIS,20/03/2019 01:22,,,,Departure,2272,Loyang Offshore Base,1,vesseltracker,,,,,2294194,,20,566000020,SCDF BLUE SWORDFISH,
251,0.423723698,5cb2544acf504e43d090170d,,,20/03/2019 01:21,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,SCDF BLUE SWORDFISH,
252,0.423723698,5cb2544acf504e43d0902213,191,AIS,20/03/2019 01:51,,,,Departure,417,Singapore,1,vesseltracker,,,,,1701784,,30,563026830,OPL 116,
252,0.423723698,5cb2544acf504e43d09016a7,,,20/03/2019 01:54,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,OPL 116,
253,0.723818183,5cb2544acf504e43d09016a6,,,20/03/2019 01:55,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SWIFT EAGLE,
253,0.723818183,5cb2544acf504e43d0902209,191,AIS,20/03/2019 01:55,,,,Arrival,417,Singapore,1,vesseltracker,,,,,1956752,,25,563036490,SWIFT EAGLE,
254,0.423723698,5cb2544acf504e43d09016a0,,,20/03/2019 01:58,,,SINGAPORE,Departure,,,2,myshiptracking,,,,,,,,,ORINOCO DOLPHIN,
254,0.423723698,5cb2544acf504e43d0902201,191,AIS,20/03/2019 01:57,CHANGI FINGER,,,Departure,417,Singapore,1,vesseltracker,,,,,1916305,9762901,24,566390000,ORINOCO DOLPHIN,
255,0.423723698,5cb2544acf504e43d09021fb,191,AIS,20/03/2019 01:58,,,,Arrival,886,Batam,1,vesseltracker,,,1628,,1930974,9735969,66,564122000,SEA SOLE,general_cargo_ship>deck_cargo_ship
255,0.423723698,5cb2544acf504e43d09016a3,,,20/03/2019 01:57,,,SINGAPORE,Arrival,,,2,myshiptracking,,,,,,,,,SEA SOLE,
256,0.723818183,5cb2544acf504e43d0901c9b,191,AIS,20/03/2019 10:39,,,,Arrival,417,Singapore,1,vesseltracker,,,,,386297,,29,563003860,SCDF FIRE FIGHTER II,service_ship>patrol_vessel
